metric_id,dataset,official_source_url,source_file,source_sheet,source_cell_row_1_based,source_cell_col_1_based,population,sex,jurisdiction,period,reference_period,experience_window,indicator,value_percent,rse_percent,reliability_flag,unit,notes
Table_9.3_r9_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,22.2,2.5,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,29.1,4.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,29.4,4.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,33.6,4.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,31.0,4.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,33.5,4.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,32.7,4.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,37.1,6.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,31.2,5.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r10_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,10,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Physical violence since age 15,30.8,1.9,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,24.5,5.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,27.4,4.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,31.0,4.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,28.0,4.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,28.5,5.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,30.8,4.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,32.8,7.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,26.8,6.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r12_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,12,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner or family member violence since age 15,27.4,2.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,21.0,6.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,22.6,5.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,26.4,4.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,24.1,5.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,24.3,5.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,28.1,4.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,28.1,8.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,23.0,6.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r13_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,13,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Intimate partner violence since age 15,23.3,2.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,25.4,5.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,26.4,4.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,29.0,3.5,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,28.5,4.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,29.7,5.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,31.9,4.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,30.8,6.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,25.7,6.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r15_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,15,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Violence or emotional/economic abuse by a cohabiting partner since age 15,27.3,1.9,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,14.7,6.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,16.1,6.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,19.9,5.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,16.9,6.9,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,18.5,7.5,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,21.6,4.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,20.9,8.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,15.1,8.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r16_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,16,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner violence since age 15,16.9,2.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,22.6,6.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,22.3,5.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,22.9,4.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,24.3,5.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,23.7,5.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,28.3,4.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,26.3,8.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,21.3,7.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r17_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,17,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner emotional abuse since age 15,22.9,2.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,17.0,7.1,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r18_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,18,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Cohabiting partner economic abuse since age 15,14.5,6.5,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
