metric_id,dataset,official_source_url,source_file,source_sheet,source_cell_row_1_based,source_cell_col_1_based,population,sex,jurisdiction,period,reference_period,experience_window,indicator,value_percent,rse_percent,reliability_flag,unit,notes
Table_3.1_r26_c4_Females_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,4,Persons aged 18 years and over,Females,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,2.1,8.6,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r26_c5_Females_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,5,Persons aged 18 years and over,Females,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,2.3,9.1,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r26_c6_Females_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,6,Persons aged 18 years and over,Females,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,1.5,13.2,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r26_c7_Males_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,7,Persons aged 18 years and over,Males,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,0.8,22.3,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r26_c8_Males_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,8,Persons aged 18 years and over,Males,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,0.9,16.8,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r26_c9_Males_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,9,Persons aged 18 years and over,Males,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,1.3,16.0,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r26_c10_Males_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,26,10,Persons aged 18 years and over,Males,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Intimate partner violence in the last 12 months,0.6,44.4,use_with_caution_rse_25_to_50,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c2_Females_Australia_1996,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,2,Persons aged 18 years and over,Females,Australia,1996,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c3_Females_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,3,Persons aged 18 years and over,Females,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,1.5,9.8,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c4_Females_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,4,Persons aged 18 years and over,Females,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,1.5,10.0,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c5_Females_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,5,Persons aged 18 years and over,Females,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,1.7,9.003601440576231,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c6_Females_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,6,Persons aged 18 years and over,Females,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,0.9,16.1,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c7_Males_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,7,Persons aged 18 years and over,Males,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,0.4,25.5,use_with_caution_rse_25_to_50,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c8_Males_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,8,Persons aged 18 years and over,Males,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,0.6,21.6,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c9_Males_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,9,Persons aged 18 years and over,Males,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,0.8,18.8,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r32_c10_Males_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,32,10,Persons aged 18 years and over,Males,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner violence in the last 12 months,0.5,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c2_Females_Australia_1996,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,2,Persons aged 18 years and over,Females,Australia,1996,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c3_Females_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,3,Persons aged 18 years and over,Females,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c4_Females_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,4,Persons aged 18 years and over,Females,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,4.7,5.6,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c5_Females_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,5,Persons aged 18 years and over,Females,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,4.8,5.4,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c6_Females_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,6,Persons aged 18 years and over,Females,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,3.9,6.6,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c7_Males_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,7,Persons aged 18 years and over,Males,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c8_Males_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,8,Persons aged 18 years and over,Males,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,2.8,9.4,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c9_Males_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,9,Persons aged 18 years and over,Males,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,4.2,8.503401360544217,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r35_c10_Males_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,35,10,Persons aged 18 years and over,Males,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Cohabiting partner emotional abuse in the last 12 months,2.5,18.7,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c2_Females_Australia_1996,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,2,Persons aged 18 years and over,Females,Australia,1996,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c3_Females_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,3,Persons aged 18 years and over,Females,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,19.0,2.1,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c4_Females_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,4,Persons aged 18 years and over,Females,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,14.8,3.0,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c5_Females_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,5,Persons aged 18 years and over,Females,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,17.3,3.2,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c6_Females_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,6,Persons aged 18 years and over,Females,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,12.6,3.3,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c7_Males_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,7,Persons aged 18 years and over,Males,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,11.6,5.3,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c8_Males_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,8,Persons aged 18 years and over,Males,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,6.6,7.4,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c9_Males_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,9,Persons aged 18 years and over,Males,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,9.3,6.3,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r40_c10_Males_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,40,10,Persons aged 18 years and over,Males,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Sexual harassment in the last 12 months,4.5,17.8,generally_reliable_rse_under_25,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c2_Females_Australia_1996,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,2,Persons aged 18 years and over,Females,Australia,1996,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c3_Females_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,3,Persons aged 18 years and over,Females,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c4_Females_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,4,Persons aged 18 years and over,Females,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c5_Females_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,5,Persons aged 18 years and over,Females,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c6_Females_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,6,Persons aged 18 years and over,Females,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c7_Males_Australia_2005,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,7,Persons aged 18 years and over,Males,Australia,2005,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c8_Males_Australia_2012,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,8,Persons aged 18 years and over,Males,Australia,2012,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c9_Males_Australia_2016,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,9,Persons aged 18 years and over,Males,Australia,2016,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_3.1_r49_c10_Males_Australia_2021-22,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS National prevalence and time series (Tables 1 to 8).xlsx,Table 3.1,49,10,Persons aged 18 years and over,Males,Australia,2021-22,"2021-22 release, released 2023-03-15",Last 12 months,Stalking in the last 12 months,,,not_available_or_not_applicable,percent,Some ABS time-series indicators have comparability cautions; check table footnotes.
Table_9.3_r8_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,36.7,3.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,38.6,3.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,41.6,3.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,39.4,3.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,42.0,4.0,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,42.6,3.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,45.6,5.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,41.9,4.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r8_c10_Women_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,8,10,Women aged 18 years and over,Women,Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Total violence since age 15,39.2,1.6,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c2_Women_New_South_Wales_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,2,Women aged 18 years and over,Women,New South Wales,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,20.5,6.2,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c3_Women_Victoria_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,3,Women aged 18 years and over,Women,Victoria,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,22.2,5.4,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c4_Women_Queensland_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,4,Women aged 18 years and over,Women,Queensland,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,24.0,5.7,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c5_Women_South_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,5,Women aged 18 years and over,Women,South Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,21.4,5.9,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c6_Women_Western_Australia_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,6,Women aged 18 years and over,Women,Western Australia,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,22.7,5.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c7_Women_Tasmania_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,7,Women aged 18 years and over,Women,Tasmania,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,26.0,5.5,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c8_Women_Northern_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,8,Women aged 18 years and over,Women,Northern Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,26.6,7.8,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
Table_9.3_r9_c9_Women_Australian_Capital_Territory_Since_age_15,ABS Personal Safety Survey,https://www.abs.gov.au/statistics/people/crime-and-justice/personal-safety-australia/latest-release,PSS State and territory prevalence and time series (Tables 9 to 14).xlsx,Table 9.3,9,9,Women aged 18 years and over,Women,Australian Capital Territory,Since age 15,"2021-22 release, released 2023-03-15",Since age 15,Sexual violence since age 15,25.1,6.3,generally_reliable_rse_under_25,percent,"State/territory refers to current residence, not necessarily where the experience occurred."
